title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,listeners,playcount,tags
Sofrimento De Quem Ama (1997 Digital Remaster),Claridade & Canto Das Três Raças,Clara Nunes,176.90077,0.588140722447,0.366741233181,0,9,13,
Together We Stand (Album Version),Return,The Winans,300.59057,0.482148324971,0.344198187483,0,4,10,
Glisse,L'éclusier,Fred Merpol,117.13261,0.377366436061,0.0,0,0,0,
Take The Time,MSB,Michael Stanley Band,335.09832,0.442769650057,0.294986616555,1982,97,547,Michael Stanley Band
Rancho Moreno,22 Cumbias Ardientes,Mar Azul,165.11955,0.0,0.0,0,17,24,
Kan Hai De Ri Zi,Zhen Jin Dian - Hacken Lee 2,Hacken Lee,221.962,0.487693971591,0.341976803831,0,924,1581,"good song, chinese"
She's Got A Brain (Leli / Zimmerman),The Big 14 'n More,Cutting Edge,256.33914,0.44577274776,0.346419946826,0,50,62,"pop, indie rock, adult contemporary, david pesnell, liza pesnell"
When Rules Change,Ignite And Rebuild,Life In Your Way,198.05995,0.631442224258,0.448840337604,2005,4725,16981,"hardcore, beautiful, Awesome, melodic, christian"
Cet Air Étrange (Take 1 - Abbey Road Rough Mix),L'adorer,Étienne Daho,237.50485,0.55867924939,0.434541946218,0,53,116,
You Gotta Be Safe,Best of,Twenty 4 Seven,223.18975,0.540862601844,0.482490972444,0,914,1790,"90s, eurodance"
Believe In What I Say,House Candy - Bienvenue a La Discoteque,Cookies,193.69751,0.47880444527,0.31282776658,2005,441,1320,"dance, favorite songs, House, club, Good Stuff"
Psalm 27,U gotta believe,Wilks,163.99628,0.351182453883,0.0801669386642,0,2,4,
Hold On,22-20s,22-20s,317.46567,0.593240643949,0.464277500246,2004,17474,57006,"indie, rock, british, blues rock, alternative"
Young Urbans,Muscles,Punk'd Royal,276.37506,0.456468072449,0.365075970976,0,80,278,
Mykel And Carli,Weezer,Weezer,173.47873,0.831197177107,0.776167742324,2004,47767,176031,"alternative, alternative rock, 90s, rock, indie rock"
Mykel And Carli,Weezer (Rarities Edition),Weezer,172.14649,0.831197177107,0.776167742324,2004,47767,176031,"alternative, alternative rock, 90s, rock, indie rock"
Earth Born,Live in Asia,Kitaro,173.45261,0.66808729556,0.459387424613,1983,20121,49259,"new age, Kitaro, instrumental, relaxing, Meditation"
Little Is Much When God Is In It (South African Homecoming Album Version),South African Homecoming,Gaither Vocal Band,257.09669,0.629186017122,0.361483732792,0,23,64,
I Wish I Was A Punk Rocker (With Flowers In My Hair),I Wish I Was A Punk Rocker (With Flowers In My Hair),Sandi Thom,425.19465,0.655359115426,0.405031297936,2006,114935,522864,"female vocalists, pop, acoustic, indie, singer-songwriter"
Life's Railway To Heaven,Rhinestone Cowboy,PATSY CLINE & WILLIE NELSON,175.41179,0.656727793199,0.468511466476,1991,44,99,
Shining,Alive,Swans Of Avon,228.41424,0.428642712774,0.307570734733,0,51,178,
Hello Space Boy,Thelema 6,Behemoth,209.05751,0.842193350021,0.550422824859,2000,6356,21352,"covers, cover, insane, heard on Pandora, good covers"
Gheera Away,Ba'sha' ak,Ragheb Alama,200.64608,0.554226466616,0.424931835179,0,1731,3607,"arabic, arabic pop"
Dance of the Blue Devils,Classic Years of Les Brown,Les Brown,183.87546,0.529788041081,0.420114180265,0,200,452,
My Harlem Lullaby (Album Version),Welcome Back,Mase,234.31791,0.630871879294,0.415114608037,0,15,40,
E. Warren,DJ Omega Classics Part 1,DJ Omega,260.80608,0.562179017898,0.328377305085,0,37,70,
Sannyasin,Dhammapada,John Mayer,38.3473,0.837947909189,0.740373515795,1976,1066,1388,
Come On Back Home,Everlasting Love,Cece Winans,248.2673,0.637772159418,0.540832551952,1998,551,2663,Contemporary Gospel
Merry-Go-Round,Hobson's Choice,Helen Hobson,176.97914,0.281714298343,0.0,1996,34,45,
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),Chakra Suite,Steven Halpern,223.73832,0.525475741913,0.372393096876,2001,190,677,"ambient, new age, yoga, Meditation, chakra"
Listen,Voice From Home,FFH,218.22649,0.601245988381,0.461026520548,2005,175,566,
When I Think About Love,Live at Gruene Hall,Guy Forsyth,261.8771,0.568210414415,0.332352463914,0,103,196,
Nieve,Sangre Gitana,Los Chichos,199.96689,0.561589945857,0.420570307208,0,110,252,Cale
Up on the House Top,Christmas To Elvis from The Jordanaires,The Jordanaires & Orion,86.09914,0.382308282837,0.283562595981,0,25,70,
Momentum,Peachy Pink,Elvira,291.89179,0.507258203841,0.245973154852,0,30,35,Gothic
Fifi,Time Is Ripe,Angels,235.17995,0.699035755055,0.43546381745,0,58,177,
Dos Mujeres,Lo Mejor De Alfredo Gutierrez Y Su Conjunto - 24 Temas Originales,Alfredo Gutiérrez,171.80689,0.378130134363,0.279255759882,0,93,255,
Je Suis Une Cigarette,Le Baptême,M,215.95383,0.589512634141,0.384902249589,0,3552,9403,"fip, france, Love it, alternative pop-rock, chanson"
Hydraulic Pimp,Furious EP,Non Stop DJs,222.24934,0.415280900364,0.284260942742,2004,31,46,
Lost,Lost,Roger Sanchez,589.87057,0.718672349752,0.451648407322,2006,47659,217408,"House, dance, electronic, roger sanchez, deep house"
Speechless,Ministry of Sound Presents 100,Mish Mash,211.90485,0.505644261572,0.351210536532,2006,9089,27630,"dance, House, Disco, club, female vocalist dance"
So Far So Bad So What?,Cactuses Come In Flocks,Melt Banana,27.89832,0.639249551657,0.413885097666,0,341,500,noise rock
Upon This Rock (Fire And Ice Version),Steve Camp Compact Favorites,STEVE CAMP,220.89098,0.527078763904,0.314428180796,0,54,105,
Leaving The Docks,The Secret Garden,Zbigniew Preisner,87.45751,0.639158707883,0.497544085149,1993,14534,51513,"Soundtrack, Best soundtracks, the secret garden, Classical, ambient"
Village Dance,A New Day,Vana,227.082,0.159605469984,0.32836630031,0,52,212,
Cajun Baby (LP Version),Tales From The Ozone,Commander Cody And His Lost Planet Airmen,161.88036,0.487445647927,0.383140731021,1975,2,3,
Just Don't Give A Fuck,The Slim Shady LP,Eminem,242.62485,0.871010615313,0.879236744738,1998,287681,1501146,"rap, Hip-Hop, hip hop, Eminem, Horrorcore"
1001 Robots,I_ Robot,Marco Beltrami,256.39138,0.594832623751,0.378649978962,2004,1051,4010,"Soundtrack, Shatterrealm"
Ring The Alarm,Nineteen Naughty Nine Nature's Fury,Naughty By Nature,236.95628,0.679748141444,0.458595402877,1999,5997,14162,"hip hop, Hip-Hop, rap, old school rap, 1999"
For My People,Business As Usual,EPMD,188.31628,0.698291623658,0.453850265331,1990,8032,17464,"Hip-Hop, hip hop, rap, new york, EPMD"
Floating,I Am What I Am,Moist,302.28853,0.598332500362,0.320507918418,0,41,105,
4 In The Morning,4 In The Morning,Gwen Stefani,294.19057,0.837872047083,0.532803541797,2006,383994,2138861,"pop, female vocalists, gwen stefani, Love, dance"
Marching,Worry a Lot,The Zebras,131.68281,0.509047669675,0.308058362531,2006,773,3177,
Que Suene Mi Campana,Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2,Sonora Carruseles,264.07138,0.560351641028,0.365026437742,2000,3556,7247,"salsa, Sommer, spanish, cuba, party"
Noche De Paz,Obras Cumbres,SUMO,127.05914,0.594047504025,0.471362049887,1987,12138,44089,"Rock Argentino, rock, argentina, 80s, punk"
Midnight Jump,Be Careful How You Vote,Sunnyland Slim,246.04689,0.485792919341,0.332870566937,1994,255,504,"blues, instrumental, shim sham shimmy, Sunnyland Slim, roll it - babe"
Respect This Hustle (Explicit Album Version),T.I. VS T.I.P.,T.I.,266.84036,0.842673051097,0.872838920624,0,580,925,"Hip-Hop, lild48229"
Meeran Sad Laeen Je Toon,Teri Bandi Haan,Faiz Ali Faiz,878.75873,0.36328057111,0.306676093479,0,16,17,
You Don't Belong,Process Of Belief,Bad Religion,169.87383,0.858677441848,0.618219159412,2002,43468,194124,"punk, punk rock, political, bad religion, California"
Hindsight,From Isolation,Call To Preserve,44.30322,0.634764556371,0.423976263499,2008,1603,6519,hardcore
Los Tres Glopes / The Three Beats (danza),Master Sessions Vol. II,Cachao,84.94975,0.578695408374,0.402626821857,0,345,541,"cuban, Danza"
Lovely Day,A Place In The Sun,Lit,246.80444,0.760152292611,0.491835806004,1999,35901,103100,"alternative rock, alternative, rock, punk rock, 90s"
I'm Your Money (12'' Extended Version) (2006 Digital Remaster),Penthouse And Pavement,Heaven 17,311.43138,0.630928607679,0.46155845196,1981,96,300,
Com Una Flama,Neguits_ Angunies I Forats,Ai Ai Ai,253.98812,0.467411428044,0.261981712539,1994,47,100,
When It Stings,And The Wicked Sea,Pictures of Then,182.83057,0.535473242464,0.273643478873,2009,313,1003,
Explode,I Need Some Fine Wine And You_ You Need To Be Nicer,The Cardigans,274.05016,0.74987636719,0.528302262284,1998,129336,539718,"pop, rock, alternative, female vocalists, the cardigans"
Anything For My Baby,Gold (1974-1982),Kiss,154.40934,0.773075676414,0.586729913278,0,37542,133969,"hard rock, classic rock, rock, kiss, glam rock"
Fields Of Athenry,The Wild Rover,The Shamrock Singers,273.29261,0.291433259678,0.150857762445,0,31,64,
Tango,Rock And Roll Yo,Charly Garcia,162.71628,0.620027189185,0.440370730666,2003,4942,12846,"Rock Argentino, tango, t4ng0, r41n7 m0rn1ngs, piano"
I See The Light (2002 Digital Remaster),Little Bit O' Soul - The Best Of,Music Explosion,155.11465,0.434540092591,0.318615811486,0,229,351,"i, me myself and i, light-lite"
New Love,The Best of Ziggy Marley And The Melody Makers (1988 - 1993),Ziggy Marley And The Melody Makers,261.27628,0.750479817142,0.538491127504,0,33329,70755,"reggae, jamaica, roots reggae, ziggy marley, sanza"
Getting Old Sucks (Album Version),Here's Your Sign: Reloaded,Bill Engvall,132.96281,0.584266181728,0.451570770754,0,137,182,"comedy, title is a full sentence"
Glow,King Swamp,King Swamp,341.002,0.428712691553,0.247346003939,0,125,347,
Still a Fool,U.S. Tour '72,Groundhogs,1023.86893,0.518442304051,0.422033835578,1968,2832,6759,"blues, blues rock, classic rock, hard rock, Progressive rock"
The Wedding,Songs For A Wedding - 18 Songs For That Special Day,Brian Dullaghan,147.80036,0.291433259678,0.150857762445,0,8,9,
Viralo Al Reves,A Man And His Music,Johnny Pacheco,334.52363,0.542232717105,0.34154441252,0,298,661,
Tercer Mundo,Tercer Mundo,Fito Paez,284.26404,0.65782688564,0.458730806359,1990,2969,10369,
Blow-Up (Outtake),Blow-Up,Tomorrow,113.26649,0.679616957473,0.354472191052,0,638,1581,
Keep Hope Alive,Keep Hope Alive EP,The Crystal Method,341.08036,0.740796616151,0.555741673066,1995,164372,679879,"electronic, big beat, techno, electronica, dance"
I'll Be Around,Remembering The Sixties,Frank Ifield,151.71873,0.46989530919,0.364817617549,0,30,47,
Watched By An Angel,Nothing But The Truth,Bob Carlisle,274.54649,0.563583586258,0.388527293306,0,189,614,
Carre Cutia,Trem Maluco e Outras Cantigas de Roda,Hélio Ziskind,148.50567,0.351269291183,0.0,0,129,533,
La Medalla,La Medalla,Los Chunguitos,215.32689,0.51503358359,0.372356587534,2001,267,604,
Nothing (Album Version),Healing,unloco,163.86567,0.588278825525,0.403602007956,2001,30,39,
Ladies And Thugs,Trauma,DJ Quik,227.57832,0.712098902128,0.413393911287,0,721,1462,"Gangsta Rap, heard on Pandora, West Coast Rap, G-funk, Q Rap"
Fucked,Losers_ Kings And Things We Don't Understand,Less Than Jake,82.65098,0.843322339035,0.554564301721,1995,10957,35088,"ska, punk, yolala nofx, bbb"
Zephyrus,Intimacy - Remixed,Bloc Party,247.97995,0.827776802195,0.537799608198,2008,180557,916342,"indie rock, alternative, british, Bloc Party, indie"
Endless Winter,Star Condemn'd,Earth,525.47873,0.683951503636,0.462963987212,0,368,703,Swedish Death Metal
The Same Man (For Matthew),The Same Man (For Matthew),Rachel Loy,199.8624,0.569547157239,0.323550215832,0,6,14,
Primal Forces,Ketu,Megadrums,342.88281,0.327233191416,0.0637249864633,0,58,236,
Take It For Granted,The Greatest Hits - Vol. 2,Atomic Rooster,249.93914,0.520757634637,0.404566537526,2005,481,1194,cool
Wichita Lineman (LP Version),Mellow Dreamin',Young-Holt Unlimited,243.66975,0.502245022796,0.215958703137,1970,20,25,
Power Shower,Louder VIP,Caspa,272.32608,0.657578621198,0.422364007618,0,1190,3835,
Let Me Be the One,Please Help Me I'm Fallin',Hank Locklin,150.282,0.6357570221,0.37943697224,1995,6601,15080,"hank lockin, country, classic country, country old, sunshine in nebraska"
Your Touch Versus Death,The Burial Plot Bidding War,Every Time I Die,215.43138,0.842423318067,0.564855750477,2000,15740,53199,"metalcore, hardcore, I like, norma jean, every time i die"
It's So Fine,Lonely Teardrops,Jackie Wilson,128.93995,0.693327978998,0.419408141119,1958,1601,3719,
True Nature,Strays,Jane's Addiction,229.61587,0.71189384129,0.535163042124,2003,76845,264143,"alternative rock, rock, alternative, hard rock, Grunge"
House Music,Chill House Planet_ Vol. 4,Save As,337.81506,0.309123977249,0.0,0,35,121,
Rumpu lyö,20 Suosikkia / Rilluttele yö,Solistiyhtye Suomi,148.71465,0.138187610119,0.317810959812,0,113,357,
Foreign Prince Of Tokyo,Boy's Life,Vodka Collins,249.96526,0.411789070053,0.406409656266,0,84,125,
Lusco,Viaxe Por Urticaria,Berrogüetto,115.17342,0.554851897526,0.386861224736,0,693,2226,
King Tee Production,At Your Own Risk,King Tee,153.57342,0.495738582877,0.372391990635,0,724,1639,"underground hip hop, True Hip Hop, STRICTLY FOR THE UNDERGOUND, DA REAL UNDERGROUND OLD SKOOL HIP HOP, da real old skool Hip Hop"
Danser seule 2,Improvisation with myself_ volume1,Klimperei,12.85179,0.394962500094,0.310087326213,0,2,3,
Deus Ex Machina,Strange Cargo III,William Orbit,339.80036,0.674970293048,0.424953084113,1993,10449,22900,"ambient, vule, electronica, electronic, chill"
Skinned Strings,An Introduction To Chico Hamilton Vol 3,Chico Hamilton Quintet,316.73424,0.410082039862,0.278865040501,0,9,23,
A White Demon Love Song (Soundtrack Album Version),The Twilight Saga: New Moon Original Motion Picture Soundtrack,The Killers,213.96853,0.918451788889,0.82890630154,0,1569,8155,
The Bull Frog,Samba Samba,Edmundo Ros,152.05832,0.448026304494,0.323634923325,0,45,100,
Blessed Assurance (I Love To Tell The Story Album Version),I Love To Tell The Story,Mark Lowry,261.82485,0.493926144686,0.319626775917,0,175,341,"hymns, Southern Gospel, Mark Lowery, marklowry-Blessedassurance"
Loving By Heart,A Work In Progress,Jeff And Sheri Easter,183.19628,0.535292735512,0.385470550556,0,40,239,
Overture/Blue Tahitian Moon,The Edge Of Love,Angelo Badalamenti / Keira Knightley,63.29424,0.698770477796,0.399451724005,0,3,21,
No Soy Uno Más,Colección Diamante,Jose Luis Perales,191.21587,0.571402428898,0.384425905885,2008,416,850,
I'll Meet You By The River (Southern Convention Songs Version),Southern Convention Songs,Bill & Gloria Gaither,194.82077,0.426882762347,0.333303418273,0,6,28,
Firewater,Outtakes and Demos 1975 -  2003,Joe Grushecky,294.19057,0.503002305754,0.0,0,28,33,
Cancion De Amor Eterno,Coleccion de Oro,Carlos Vives,112.90077,0.62096398106,0.413254693459,2000,2368,3230,
Ernestine,Call My Name,Joe Bataan,311.19628,0.563997692315,0.349923661324,2005,3605,8117,"soul, 1Live Fiehe, chillout, chill, funk"
Everyday Stranger,Rum & Coke,Dub Pistols feat. TK & Ashley Slater,328.48934,0.687619666235,0.417068912495,2009,3229,12323,
You (Demo),Pablo Honey (Collector's Edition),Radiohead,204.06812,0.899934952232,0.604666876351,2009,14619,38336,alternative rock
Don't Speak,Dance Vol. 2,Kinky,306.05016,0.739684334599,0.553596233435,0,80,140,
Virgen De La Nieve - 14-String Guitar Solo,Towards The Wind,Stephan Micus,336.09098,0.561370907228,0.365533756198,2002,22,37,
No. 6 The Coombe,The Chieftains 7,The Chieftains,231.1571,0.662670206488,0.378969800502,1977,12896,28387,"celtic, irish, folk, pipes, tin whistle"
Frankie & Sue,Extra Extra,Darden Smith,207.41179,0.485855595673,0.362960597112,1990,207,829,"hopuke42, pivudo45, streamable track wants, mg names and addresses"
Cross Currents,Cross Currents,Richard Souther,273.05751,0.419943148435,0.330806356856,0,412,1157,"instrumental, new age, peaceful, Smooth Jazz, abraham laboriel"
Death Song,Alien Road,The Last Days Of Jesus,292.57098,0.523703597204,0.354307353276,2004,4349,13200,"deathrock, gothabilly, death rock, batcave, goth"
My Maria (LP Version),The American,Martin Sexton,244.4273,0.641197514984,0.44865347113,1998,5,5,
I Don't Know,Bandwagonesque,Teenage Fanclub,274.70322,0.684894722924,0.511526435079,1991,48947,169684,"indie, rock, indie rock, power pop, 90s"
Mary Had A Little Lamb,Dora The Explorer Party Favorites,Dora The Explorer,169.09016,0.514414554202,0.413757657252,2008,3512,18123,kids
Kiss the Sky,When The Broken Hearted Love Again,Danielle Bollinger,223.52934,0.505269395522,0.0,2006,1252,4400,"dance, electronica, female vocalists, House, remix"
3 + 3,3 Originals,Vangelis,575.58159,0.77287327384,0.473700501297,1977,7901,23442,"electronic, instrumental, ambient, new age, Soundtrack"
Witchcraft (1997 Digital Remaster),Ultra-Lounge / Bossa Novaville Volume Fourteen,Joe Graves & The Diggers,261.32853,0.226523067128,0.0,0,202,315,"spanish, easy listening, Retro, nu-jazz, Bossanova"
Fleetwood,The North Side Benches,Jim Bryson,276.21832,0.519246036274,0.427816989307,0,419,1958,Favourites
Over The Rainbow,And Now...The Anita Kerr Orchestra!,Anita Kerr,156.52526,0.334167651725,0.188030094574,0,45,101,
Chaos (Live - Bridgehouse Tapes),The Secret Life Of The 4 Skins,4 Skins,126.14485,0.528653456089,0.0,0,35,72,
Anything's Better Than Feelin' The Blues,Emotion,Martina McBride,181.86404,0.61487093392,0.628246419191,1999,1749,6912,"matraca berg, country, female vocalists, country pop, modern country"
Anarchy in the UK (Sex Pistols) (Bonus Track),Humungousfungusamongus,Adrenalin O.D.,142.65424,0.515726298632,0.319300040304,1986,37,57,
Xue Hua Chao,Urban Emotions,Hins Cheung,238.21016,0.425072222335,0.363452130675,2008,94,139,
Tell Your Momma Come,Bridging The Gap,Black Eyed Peas,196.362,0.84560188664,1.00594196595,2000,20745,48311,"Hip-Hop, hip hop, pop, dance, rock"
40 OZ Quartet Part I,X.O. Experience,Tha Liks,108.2771,0.536655656312,0.0,2001,639,1440,
Whip Fight,Rundown/Welcome To The Jungle,Harry Gregson-Williams,95.9473,0.62287493888,0.461245798143,2003,275,1023,
Isle of St. Helena,Holding Up Half the Sky: Voices of Celtic Women,Mary Black & General Humbert,303.75138,0.597113360885,0.376556981046,1984,4,12,
Hello Hello,Billo on G.T. Road,Abrar - Ul - Haq,301.16526,0.442200548306,0.413665501118,0,69,165,"pop, dance, wtf, Punjabi, pakistani"
Marcel,Le Monde de Pierrot,Pierre Perret,277.21098,0.510301323192,0.35297647202,1994,330,714,pierre perret
Hunted,Bone Dry - Original Motion Picture Soundtrack,Scott Glasgow,154.5922,0.447808057068,0.291913130379,0,11,13,
Prayer For The Dying (Live In Paris),Live In Paris,Seal,304.14322,0.567313224122,0.58001318294,2005,1490,3162,
Safety Net (Album Version),Jealous Me Was Killed By Curiosity,Moros Eros,224.41751,0.605538218943,0.307540085128,2007,28,60,
A Talk With Dad,PEECHY,Speech,160.93995,0.596275993746,0.3419599966,2003,112,297,
